comparison_type,stratum,metric,left,right,matched_seeds,mean_difference_left_minus_right,difference_ci95_low,difference_ci95_high,paired_t_p,status,p_holm,significant_after_holm_0.05
feature_set,hybrid,f1,6,8,10,0.00034323951103272244,0.00019150079083940226,0.0004949782312260426,0.0006304406497038517,tested,0.10906623239876635,False
feature_set,hybrid,roc_auc,6,8,10,2.8690260789543397e-05,-0.0001555094871378747,0.00021289000871696148,0.7326895639299276,tested,1.0,False
feature_set,hybrid,pr_auc_benign,6,8,10,7.282280941189878e-05,-0.00012847147485742314,0.0002741170936812207,0.43426893054197413,tested,1.0,False
feature_set,hybrid,pr_auc_ddos,6,8,10,-2.6640970064262248e-05,-0.0002016143028719872,0.00014833236274346272,0.7384342817088789,tested,1.0,False
feature_set,hybrid,balanced_accuracy,6,8,10,0.0003448715254077528,0.00018586466540553083,0.0005038783854099748,0.0008401829104984041,tested,0.1394703631427351,False
feature_set,hybrid,mcc,6,8,10,0.0006906962970720465,0.00038338871984708875,0.0009980038742970043,0.0006589323199282752,tested,0.11333635902766333,False
feature_set,mlp,accuracy,4,6,10,-0.05521097251245514,-0.06118791896040268,-0.049234026064507594,6.165942206344791e-09,tested,1.5168217827608186e-06,True
feature_set,mlp,precision,4,6,10,-0.053578203194219465,-0.060922927853574005,-0.046233478534864925,4.912130387532659e-08,tested,1.1494385106826422e-05,True
feature_set,mlp,recall,4,6,10,-0.05591517109593928,-0.06500565400064674,-0.046824688191231804,2.1623700885726072e-07,tested,4.8220852975169144e-05,True
feature_set,mlp,f1,4,6,10,-0.05473187865925527,-0.06088298971688389,-0.048580767601626655,8.581126974387153e-09,tested,2.0852138547760783e-06,True
feature_set,mlp,roc_auc,4,6,10,-0.02130969387716881,-0.029177493543738185,-0.013441894210599435,0.00017347921428582334,tested,0.03226713385716314,True
feature_set,mlp,pr_auc_benign,4,6,10,-0.03530489924083065,-0.05593307524987594,-0.014676723231785357,0.0037791966428416496,tested,0.5442043165691975,False
feature_set,mlp,pr_auc_ddos,4,6,10,-0.016420731786302333,-0.02064809259576216,-0.012193370976842505,1.0380598602313812e-05,tested,0.002148783910678959,True
feature_set,mlp,balanced_accuracy,4,6,10,-0.05520434259127714,-0.06116697430698366,-0.049241710875570624,6.043097009993008e-09,tested,1.492644961468273e-06,True
feature_set,mlp,mcc,4,6,10,-0.1104688216001343,-0.1224489101826021,-0.0984887330176665,6.262815731486159e-09,tested,1.5343898542141089e-06,True
feature_set,mlp,accuracy,4,8,10,-0.05624220751981738,-0.060566650117915524,-0.051917764921719234,2.955268511306484e-10,tested,7.949672295414442e-08,True
feature_set,mlp,precision,4,8,10,-0.05391016264877737,-0.05890942604514372,-0.048910899252411016,1.5653532526887214e-09,tested,4.1481861196251117e-07,True
feature_set,mlp,recall,4,8,10,-0.05764284496015278,-0.06563187138234854,-0.04965381853795703,5.4057930850399914e-08,tested,1.259549788814318e-05,True
feature_set,mlp,f1,4,8,10,-0.0557770187770278,-0.06032556506503621,-0.05122847248901939,4.99184526075652e-10,tested,1.332822684621991e-07,True
feature_set,mlp,roc_auc,4,8,10,-0.022119891812492975,-0.03100831075101024,-0.013231472873975709,0.0003218429636577941,tested,0.057609890494745145,False
feature_set,mlp,pr_auc_benign,4,8,10,-0.03787421575320617,-0.0613210093101429,-0.014427422196269434,0.005283567031835467,tested,0.702714415234117,False
feature_set,mlp,pr_auc_ddos,4,8,10,-0.016658973643552864,-0.021475858677881342,-0.011842088609224387,2.643998237002919e-05,tested,0.0053673164211159256,True
feature_set,mlp,balanced_accuracy,4,8,10,-0.05623502835714735,-0.06053291060629309,-0.05193714610800162,2.800493821073815e-10,tested,7.5613333168993e-08,True
feature_set,mlp,mcc,4,8,10,-0.11250010988499684,-0.12124270238339177,-0.10375751738660191,3.2492222764784747e-10,tested,8.707915700962312e-08,True
feature_set,mlp,accuracy,6,8,10,-0.0010312350073622412,-0.00536013707087431,0.0032976670561498276,0.6030331812335981,tested,1.0,False
feature_set,mlp,precision,6,8,10,-0.00033195945455790634,-0.006969694882140883,0.00630577597302507,0.912408749312406,tested,1.0,False
feature_set,mlp,recall,6,8,10,-0.0017276738642135081,-0.006681649834812443,0.003226302106385427,0.45044248818453925,tested,1.0,False
feature_set,mlp,f1,6,8,10,-0.001045140117772525,-0.005352710154719935,0.0032624299191748845,0.5964502308370152,tested,1.0,False
feature_set,mlp,roc_auc,6,8,10,-0.000810197935324164,-0.004011206528428972,0.0023908106577806443,0.5809567602311845,tested,1.0,False
feature_set,mlp,pr_auc_benign,6,8,10,-0.002569316512375519,-0.009073668492591086,0.003935035467840049,0.39481001540201976,tested,1.0,False
feature_set,mlp,pr_auc_ddos,6,8,10,-0.00023824185725053183,-0.0021426493978469545,0.0016661656833458908,0.7835808483483624,tested,1.0,False
feature_set,mlp,balanced_accuracy,6,8,10,-0.0010306857658702096,-0.005351977712021014,0.0032906061802805953,0.6025952643250146,tested,1.0,False
feature_set,mlp,mcc,6,8,10,-0.0020312882848625537,-0.010618728546001786,0.00655615197627668,0.6055510275212774,tested,1.0,False
feature_set,rf,accuracy,4,6,10,-0.002864293606568147,-0.003874744881130442,-0.0018538423320058517,0.00012345226350023535,tested,0.024073191382545895,True
feature_set,rf,precision,4,6,10,-0.0037269139189419096,-0.0040515894910641195,-0.0034022383468197003,8.984811901106597e-10,tested,2.3899599656943546e-07,True
