seed,left_feature_set,left_model,right_feature_set,right_model,matched_observations,left_error_right_correct,left_correct_right_error,discordant,mcnemar_exact_p,paired_error_difference_left_minus_right,error_difference_ci95_low,error_difference_ci95_high,status,mcnemar_p_holm,significant_after_holm_0.05
155921,6,mlp,8,hybrid,43500,629,36,665,5.938468125938615e-141,0.013632183908045978,0.012477330755504567,0.014787037060587389,tested,3.206772788006852e-138,True
155921,6,mlp,8,mlp,43500,543,46,589,8.585847685634072e-109,0.01142528735632184,0.010337044443472483,0.012513530269171196,tested,4.57625681644296e-106,True
155921,6,mlp,8,rf,43500,645,37,682,2.011623855757679e-144,0.013977011494252874,0.012807670315451698,0.01514635267305405,tested,1.0923117536764197e-141,True
155921,6,mlp,8,xgboost,43500,625,43,668,2.128832485702316e-133,0.013379310344827587,0.012221562659084029,0.014537058030571145,tested,1.1474407097935485e-130,True
155921,6,rf,6,xgboost,43500,33,35,68,0.9035973456835127,-4.597701149425287e-05,-0.0004175344575670419,0.00032558043457853614,tested,1.0,False
155921,6,rf,8,hybrid,43500,14,22,36,0.24298495403490966,-0.0001839080459770115,-0.0004542504566209995,8.643436466697647e-05,tested,1.0,False
155921,6,rf,8,mlp,43500,34,138,172,4.605473988366557e-16,-0.0023908045977011493,-0.002981307306300352,-0.0018003018891019464,tested,1.8329786473698896e-13,True
155921,6,rf,8,rf,43500,10,3,13,0.09228515625,0.00016091954022988506,-1.5323115095322787e-06,0.0003233713919693024,tested,1.0,False
155921,6,rf,8,xgboost,43500,14,33,47,0.007942726509483574,-0.0004367816091954023,-0.0007456563471526008,-0.00012790687123820387,tested,1.0,False
155921,6,xgboost,8,hybrid,43500,21,27,48,0.470879013621712,-0.00013793103448275863,-0.0004500992494964535,0.00017423718053093625,tested,1.0,False
155921,6,xgboost,8,mlp,43500,22,124,146,1.8841215441688126e-18,-0.0023448275862068967,-0.0028888192180676125,-0.0018008359543461808,tested,7.687215900208755e-16,True
155921,6,xgboost,8,rf,43500,39,30,69,0.3355576182340152,0.00020689655172413793,-0.00016737816608841384,0.0005811712695366897,tested,1.0,False
155921,6,xgboost,8,xgboost,43500,13,30,43,0.0137181850586785,-0.00039080459770114945,-0.0006862467655820155,-9.536242982028335e-05,tested,1.0,False
155921,8,hybrid,8,mlp,43500,24,120,144,1.4916559831780758e-16,-0.002206896551724138,-0.0027471945221357943,-0.001666598581312482,tested,5.996457052375865e-14,True
155921,8,hybrid,8,rf,43500,24,9,33,0.013530986849218607,0.0003448275862068965,8.600943060180569e-05,0.0006036457418119874,tested,1.0,False
155921,8,hybrid,8,xgboost,43500,1,12,13,0.00341796875,-0.0002528735632183908,-0.0004153150719699235,-9.043205446685807e-05,tested,0.68017578125,False
155921,8,mlp,8,rf,43500,144,33,177,9.793690299783019e-18,0.0025517241379310347,0.001952746408981016,0.0031507018668810536,tested,3.966444571412122e-15,True
155921,8,mlp,8,xgboost,43500,121,36,157,6.0140077078373404e-12,0.001954022988505747,0.0013897467162828445,0.0025182992607286495,tested,2.1470007516979304e-09,True
155921,8,rf,8,xgboost,43500,10,36,46,0.00015641720852954677,-0.0005977011494252873,-0.0009032476757501827,-0.0002921546231003919,tested,0.03926071934091624,True
181081,4,hybrid,4,mlp,43500,432,2987,3419,0.0,-0.058735632183908044,-0.061311802948033546,-0.05615946141978254,tested,0.0,True
181081,4,hybrid,4,rf,43500,32,102,134,1.0414040895832831e-09,-0.0016091954022988506,-0.0021305600619605266,-0.0010878307426371745,tested,3.478289659208166e-07,True
181081,4,hybrid,4,xgboost,43500,43,52,95,0.41191007368097665,-0.00020689655172413793,-0.0006460632017502335,0.00023227009830195764,tested,1.0,False
181081,4,hybrid,6,hybrid,43500,84,43,127,0.0003469587162402839,0.000942528735632184,0.00043482824510528194,0.001450229226159086,tested,0.08327009189766814,False
181081,4,hybrid,6,mlp,43500,70,155,225,1.4584196849407835e-08,-0.001954022988505747,-0.0026296433210987093,-0.001278402655912785,tested,4.754448172906954e-06,True
181081,4,hybrid,6,rf,43500,90,58,148,0.010582643402853378,0.000735632183908046,0.00018752168264121532,0.0012837426851748765,tested,1.0,False
181081,4,hybrid,6,xgboost,43500,90,56,146,0.0061187033754637075,0.0007816091954022989,0.00023722099186817972,0.001325997398936418,tested,1.0,False
181081,4,hybrid,8,hybrid,43500,86,70,156,0.22965784665432604,0.000367816091954023,-0.00019494739711881217,0.0009305795810268581,tested,1.0,False
181081,4,hybrid,8,mlp,43500,78,293,371,2.0876197407260184e-30,-0.0049425287356321835,-0.0058091630894134645,-0.0040758943818509025,tested,9.874441373634067e-28,True
181081,4,hybrid,8,rf,43500,97,54,151,0.0005846387710440832,0.0009885057471264369,0.00043490184129951976,0.001542109652953354,tested,0.13739011119535957,False
181081,4,hybrid,8,xgboost,43500,90,73,163,0.20999518680228335,0.00039080459770114945,-0.00018444557499274145,0.0009660547703950403,tested,1.0,False
181081,4,mlp,4,rf,43500,3019,534,3553,0.0,0.0571264367816092,0.054494864740101685,0.05975800882311671,tested,0.0,True
181081,4,mlp,4,xgboost,43500,3030,484,3514,0.0,0.05852873563218391,0.05591498935766749,0.061142481906700324,tested,0.0,True
181081,4,mlp,6,hybrid,43500,3047,451,3498,0.0,0.05967816091954023,0.05707293795116702,0.06228338388791344,tested,0.0,True
181081,4,mlp,6,mlp,43500,2972,502,3474,0.0,0.0567816091954023,0.05418002261776767,0.05938319577303693,tested,0.0,True
181081,4,mlp,6,rf,43500,3064,477,3541,0.0,0.05947126436781609,0.05684892507319329,0.06209360366243889,tested,0.0,True
181081,4,mlp,6,xgboost,43500,3053,464,3517,0.0,0.059517241379310346,0.0569043014847583,0.06213018127386239,tested,0.0,True
181081,4,mlp,8,hybrid,43500,3049,478,3527,0.0,0.05910344827586207,0.05648579818632286,0.06172109836540129,tested,0.0,True
181081,4,mlp,8,mlp,43500,2843,503,3346,0.0,0.05379310344827586,0.05123623659240792,0.05634997030414381,tested,0.0,True
181081,4,mlp,8,rf,43500,3068,470,3538,0.0,0.05972413793103448,0.05710346801972567,0.062344807842343294,tested,0.0,True
181081,4,mlp,8,xgboost,43500,3053,481,3534,0.0,0.0591264367816092,0.05650611933614106,0.06174675422707734,tested,0.0,True
181081,4,rf,4,xgboost,43500,145,84,229,6.699982423290143e-05,0.0014022988505747126,0.0007205751079334015,0.0020840225932160237,tested,0.018156952367116286,True
181081,4,rf,6,hybrid,43500,139,28,167,6.8363507518302415e-19,0.0025517241379310347,0.0019699405906448138,0.0031335076852172556,tested,2.8234128605058896e-16,True
181081,4,rf,6,mlp,43500,155,170,325,0.43745360941132094,-0.0003448275862068965,-0.001157115574003212,0.0004674604015894188,tested,1.0,False
181081,4,rf,6,rf,43500,123,21,144,9.635082846389395e-19,0.0023448275862068967,0.0018045809288757776,0.0028850742435380158,tested,3.969654132712431e-16,True
181081,4,rf,6,xgboost,43500,145,41,186,8.038978889732591e-15,0.0023908045977011493,0.001776706427778577,0.003004902767623722,tested,3.127162788105978e-12,True
181081,4,rf,8,hybrid,43500,128,42,170,2.6359423041628103e-11,0.0019770114942528737,0.0013898210468081822,0.0025642019416975653,tested,9.252157487611465e-09,True
181081,4,rf,8,mlp,43500,139,284,423,1.5415334018898417e-12,-0.0033333333333333335,-0.004259509772349584,-0.0024071568943170823,tested,5.595766248860126e-10,True
181081,4,rf,8,rf,43500,131,18,149,2.2754371745663552e-22,0.0025977011494252873,0.0020482403374080926,0.003147161961442482,tested,9.875397337617982e-20,True
181081,4,rf,8,xgboost,43500,132,45,177,4.1019145103947886e-11,0.002,0.0014008371639761437,0.0025991628360238564,tested,1.4315681641277811e-08,True
181081,4,xgboost,6,hybrid,43500,96,46,142,3.2938756588952366e-05,0.0011494252873563218,0.0006126060442940098,0.0016862445304186339,tested,0.00948636189761828,True
181081,4,xgboost,6,mlp,43500,82,158,240,1.058991851741536e-06,-0.0017471264367816092,-0.002444968680450362,-0.0010492841931128566,tested,0.00032828747403987617,True
181081,4,xgboost,6,rf,43500,103,62,165,0.0017601917264816224,0.000942528735632184,0.00036381616548621315,0.0015212413057781547,tested,0.36788007083465907,False
181081,4,xgboost,6,xgboost,43500,97,54,151,0.0005846387710440832,0.0009885057471264369,0.00043490184129951965,0.001542109652953354,tested,0.13739011119535957,False
181081,4,xgboost,8,hybrid,43500,96,71,167,0.06296242380456342,0.0005747126436781609,-7.539852255231323e-06,0.001156965139611553,tested,1.0,False
181081,4,xgboost,8,mlp,43500,86,292,378,2.421006416253975e-27,-0.004735632183908046,-0.005610528463043084,-0.0038607359047730084,tested,1.1015579193955587e-24,True
181081,4,xgboost,8,rf,43500,111,59,170,8.152473202823985e-05,0.0011954022988505746,0.0006080254134034345,0.0017827791842977146,tested,0.021522529255455322,True
181081,4,xgboost,8,xgboost,43500,99,73,172,0.05630366806880822,0.0005977011494252873,6.797857250903086e-06,0.0011886044415996715,tested,1.0,False
181081,6,hybrid,6,mlp,43500,21,147,168,1.78061588575196e-24,-0.002896551724137931,-0.0034799353030180247,-0.002313168145257837,tested,7.923740691596222e-22,True
181081,6,hybrid,6,rf,43500,21,30,51,0.2624375357110438,-0.00020689655172413793,-0.0005286690822489397,0.0001148759788006638,tested,1.0,False
181081,6,hybrid,6,xgboost,43500,6,13,19,0.1670684814453125,-0.00016091954022988506,-0.00035731693956265597,3.5477859102885876e-05,tested,1.0,False
181081,6,hybrid,8,hybrid,43500,9,34,43,0.00017015517460094998,-0.0005747126436781609,-0.0008701282709634929,-0.00027929701639282885,tested,0.042198483301035594,True
181081,6,hybrid,8,mlp,43500,8,264,272,1.8198587170075318e-67,-0.005885057471264368,-0.006626111995550816,-0.00514400294697792,tested,9.44506674126909e-65,True
181081,6,hybrid,8,rf,43500,26,24,50,0.887724827340783,4.597701149425287e-05,-0.00027263079245725536,0.0003645848154457611,tested,1.0,False
181081,6,hybrid,8,xgboost,43500,12,36,48,0.0007172696733945829,-0.0005517241379310345,-0.0008638519830588786,-0.00023959629280319045,tested,0.159951137166992,False
181081,6,mlp,6,rf,43500,168,51,219,8.966794365295545e-16,0.0026896551724137933,0.002023337070376817,0.0033559732744507698,tested,3.5508505686570357e-13,True
181081,6,mlp,6,xgboost,43500,153,34,187,3.158636364811134e-19,0.002735632183908046,0.002120010004653708,0.003351254363162384,tested,1.3139927277614318e-16,True
181081,6,mlp,8,hybrid,43500,151,50,201,5.568653255803213e-13,0.00232183908045977,0.0016834045879124595,0.0029602735730070804,tested,2.0604017046471888e-10,True
181081,6,mlp,8,mlp,43500,90,220,310,1.0254507290563475e-13,-0.002988505747126437,-0.0037813362380731542,-0.0021956752561797196,tested,3.8762037558329934e-11,True
181081,6,mlp,8,rf,43500,171,43,214,2.9057992624172545e-19,0.002942528735632184,0.0022839674850904925,0.0036010899861738752,tested,1.211718292427995e-16,True
181081,6,mlp,8,xgboost,43500,155,53,208,8.616979118980308e-13,0.0023448275862068967,0.001695365744662204,0.002994289427751589,tested,3.1710483157847534e-10,True
181081,6,rf,6,xgboost,43500,36,34,70,0.9049745264594622,4.597701149425287e-05,-0.0003310049250878203,0.000422958948076326,tested,1.0,False
181081,6,rf,8,hybrid,43500,12,28,40,0.01658900337497471,-0.000367816091954023,-0.0006527668729062766,-8.286531100176937e-05,tested,1.0,False
181081,6,rf,8,mlp,43500,34,281,315,1.5924782479180215e-49,-0.00567816091954023,-0.0064760786181880595,-0.004880243220892401,tested,8.073864716944369e-47,True
181081,6,rf,8,rf,43500,16,5,21,0.02660369873046875,0.0002528735632183908,4.640559264275571e-05,0.00045934153379402585,tested,1.0,False
181081,6,rf,8,xgboost,43500,17,32,49,0.04438416098714981,-0.0003448275862068965,-0.0006602168629540856,-2.9438309459707437e-05,tested,1.0,False
181081,6,xgboost,8,hybrid,43500,16,34,50,0.015346677832630107,-0.00041379310344827585,-0.0007323774686790697,-9.520873821748194e-05,tested,1.0,False
181081,6,xgboost,8,mlp,43500,8,257,265,1.8872258900287898e-65,-0.005724137931034483,-0.0064556536424069146,-0.004992622219662051,tested,9.756957851448842e-63,True
181081,6,xgboost,8,rf,43500,39,30,69,0.3355576182340152,0.00020689655172413793,-0.00016737816608841384,0.0005811712695366897,tested,1.0,False
181081,6,xgboost,8,xgboost,43500,13,30,43,0.0137181850586785,-0.00039080459770114945,-0.0006862467655820155,-9.536242982028335e-05,tested,1.0,False
181081,8,hybrid,8,mlp,43500,23,254,277,2.0570733694542764e-50,-0.005310344827586207,-0.006058596889940796,-0.004562092765231618,tested,1.0449932716827724e-47,True
181081,8,hybrid,8,rf,43500,30,3,33,1.4011748135089874e-06,0.0006206896551724138,0.00036191694584204097,0.0008794623645027867,tested,0.00043156184256076813,True
181081,8,hybrid,8,xgboost,43500,7,6,13,1.0,2.2988505747126437e-05,-0.00013947024095171975,0.00018544725244597262,tested,1.0,False
181081,8,mlp,8,rf,43500,284,26,310,5.3033118225162775e-56,0.00593103448275862,0.005139667134341811,0.00672240183117543,tested,2.715295653128334e-53,True
181081,8,mlp,8,xgboost,43500,261,29,290,7.710028518261759e-48,0.005333333333333333,0.004567662104387817,0.006099004562278849,tested,3.90127443024045e-45,True
181081,8,rf,8,xgboost,43500,10,36,46,0.00015641720852954677,-0.0005977011494252873,-0.0009032476757501827,-0.0002921546231003919,tested,0.03926071934091624,True
206369,4,hybrid,4,mlp,43500,26,2753,2779,0.0,-0.06268965517241379,-0.0649907227462439,-0.06038858759858367,tested,0.0,True
206369,4,hybrid,4,rf,43500,32,97,129,8.498879646513104e-09,-0.0014942528735632185,-0.0020058205619998513,-0.0009826851851265858,tested,2.787632524056298e-06,True
206369,4,hybrid,4,xgboost,43500,53,52,105,1.0,2.2988505747126437e-05,-0.00043871844040232306,0.000484695451896576,tested,1.0,False
206369,4,hybrid,6,hybrid,43500,81,34,115,1.3800344917800584e-05,0.0010804597701149425,0.0005973733630202076,0.0015635461772096773,tested,0.004084902095668973,True
206369,4,hybrid,6,mlp,43500,71,104,175,0.015324237381979872,-0.0007586206896551724,-0.0013546392232791987,-0.0001626021560311461,tested,1.0,False
206369,4,hybrid,6,rf,43500,85,49,134,0.002371823546444492,0.0008275862068965517,0.000306060259856696,0.0013491121539364074,tested,0.4885956505675654,False
206369,4,hybrid,6,xgboost,43500,90,46,136,0.0002017972263792595,0.0010114942528735632,0.00048611830341045215,0.0015368702023366742,tested,0.049440320462918574,True
206369,4,hybrid,8,hybrid,43500,85,52,137,0.006052539424559403,0.0007586206896551724,0.00023127863589913415,0.0012859627434112105,tested,1.0,False
206369,4,hybrid,8,mlp,43500,79,168,247,1.5185260097865227e-08,-0.002045977011494253,-0.0027538578226497844,-0.001338096200338722,tested,4.935209531806199e-06,True
206369,4,hybrid,8,rf,43500,98,44,142,6.8164202241287475e-06,0.0012413793103448277,0.0007045781513837926,0.0017781804693058627,tested,0.0020585589076868816,True
206369,4,hybrid,8,xgboost,43500,90,63,153,0.035211020179809045,0.0006206896551724138,6.338363356813673e-05,0.001177995676776691,tested,1.0,False
206369,4,mlp,4,rf,43500,2785,123,2908,0.0,0.06119540229885057,0.05883464837444961,0.06355615622325154,tested,0.0,True
206369,4,mlp,4,xgboost,43500,2806,78,2884,0.0,0.06271264367816091,0.06036576687364557,0.06505952048267626,tested,0.0,True
206369,4,mlp,6,hybrid,43500,2805,31,2836,0.0,0.06377011494252874,0.0614466331141038,0.06609359677095367,tested,0.0,True
206369,4,mlp,6,mlp,43500,2752,58,2810,0.0,0.06193103448275862,0.059614528897195436,0.06424754006832181,tested,0.0,True
206369,4,mlp,6,rf,43500,2820,57,2877,0.0,0.06351724137931035,0.061175308510290294,0.0658591742483304,tested,0.0,True
206369,4,mlp,6,xgboost,43500,2815,44,2859,0.0,0.06370114942528736,0.0613674743607162,0.06603482448985852,tested,0.0,True
206369,4,mlp,8,hybrid,43500,2812,52,2864,0.0,0.06344827586206897,0.06111181914801395,0.065784732576124,tested,0.0,True
206369,4,mlp,8,mlp,43500,2679,41,2720,0.0,0.06064367816091954,0.05836389441397603,0.06292346190786306,tested,0.0,True
206369,4,mlp,8,rf,43500,2833,52,2885,0.0,0.06393103448275862,0.06158662968155,0.06627543928396724,tested,0.0,True
206369,4,mlp,8,xgboost,43500,2815,61,2876,0.0,0.06331034482758621,0.060968350648589825,0.0656523390065826,tested,0.0,True
206369,4,rf,4,xgboost,43500,150,84,234,1.90502841254617e-05,0.0015172413793103448,0.0008281341767331447,0.0022063485818875446,tested,0.005562682964634816,True
206369,4,rf,6,hybrid,43500,142,30,172,1.2588342644623892e-18,0.002574712643678161,0.0019842782273127163,0.0031651470600436056,tested,5.161220484295796e-16,True
206369,4,rf,6,mlp,43500,159,127,286,0.06660466143782054,0.000735632183908046,-2.633619549789268e-05,0.0014976005633139846,tested,1.0,False
206369,4,rf,6,rf,43500,126,25,151,2.0397790182976807e-17,0.00232183908045977,0.0017685873458504488,0.002875090815069091,tested,8.24070723392263e-15,True
206369,4,rf,6,xgboost,43500,148,39,187,3.7830084461187383e-16,0.0025057471264367816,0.001890038527141558,0.0031214557257320053,tested,1.5132033784474953e-13,True
206369,4,rf,8,hybrid,43500,130,32,162,3.2587659219206198e-15,0.0022528735632183906,0.001679769915372719,0.0028259772110640624,tested,1.277436241392883e-12,True
206369,4,rf,8,mlp,43500,144,168,312,0.19279348843714114,-0.0005517241379310345,-0.001347590020019847,0.00024414174415777784,tested,1.0,False
206369,4,rf,8,rf,43500,134,15,149,4.6029150281041995e-25,0.002735632183908046,0.0021862304940433695,0.0032850338737727223,tested,2.0621059325906814e-22,True
206369,4,rf,8,xgboost,43500,135,43,178,2.9102354220994e-12,0.0021149425287356324,0.0015141226262536801,0.0027157624312175847,tested,1.0505949873778835e-09,True
206369,4,xgboost,6,hybrid,43500,94,48,142,0.00014076286839269288,0.0010574712643678162,0.0005206353288296414,0.001594307199905991,tested,0.03575376857174399,True
206369,4,xgboost,6,mlp,43500,83,117,200,0.019396944540338436,-0.0007816091954022989,-0.0014187830532520211,-0.00014443533755257676,tested,1.0,False
206369,4,xgboost,6,rf,43500,98,63,161,0.007182068473081054,0.0008045977011494253,0.00023292591452520582,0.0013762694877736447,tested,1.0,False
206369,4,xgboost,6,xgboost,43500,97,54,151,0.0005846387710440832,0.0009885057471264369,0.00043490184129951965,0.001542109652953354,tested,0.13739011119535957,False
206369,4,xgboost,8,hybrid,43500,99,67,166,0.01586878405918871,0.000735632183908046,0.00015514176659497166,0.0013161226012211203,tested,1.0,False
206369,4,xgboost,8,mlp,43500,91,181,272,5.185959998792824e-08,-0.0020689655172413794,-0.0028118265057625984,-0.0013261045287201601,tested,1.675065079610082e-05,True
206369,4,xgboost,8,rf,43500,112,59,171,6.169035751717598e-05,0.0012183908045977011,0.0006292924024531179,0.0018074892067422845,tested,0.017149919389774924,True
206369,4,xgboost,8,xgboost,43500,99,73,172,0.05630366806880822,0.0005977011494252873,6.797857250903086e-06,0.0011886044415996715,tested,1.0,False
206369,6,hybrid,6,mlp,43500,19,99,118,3.055970137442688e-14,-0.0018390804597701149,-0.002328230275735808,-0.0013499306438044217,tested,1.1673805925031067e-11,True
206369,6,hybrid,6,rf,43500,16,27,43,0.12628947438543037,-0.0002528735632183908,-0.0005483290005029762,4.258187406619462e-05,tested,1.0,False
206369,6,hybrid,6,xgboost,43500,11,14,25,0.6900379657745361,-6.896551724137931e-05,-0.0002942545308815212,0.00015632349639876252,tested,1.0,False
206369,6,hybrid,8,hybrid,43500,12,26,38,0.03355243967962451,-0.0003218390804597701,-0.000599578712300466,-4.409944861907421e-05,tested,1.0,False
206369,6,hybrid,8,mlp,43500,8,144,152,2.1717247550496298e-33,-0.0031264367816091956,-0.0036811714585760777,-0.0025717021046423134,tested,1.0532865061990704e-30,True
206369,6,hybrid,8,rf,43500,31,24,55,0.4187541882690154,0.00016091954022988506,-0.00017323602900596875,0.0004950751094657389,tested,1.0,False
206369,6,hybrid,8,xgboost,43500,16,36,52,0.0077874363057435225,-0.0004597701149425287,-0.0007846591659912476,-0.00013488106389380984,tested,1.0,False
206369,6,mlp,6,rf,43500,115,46,161,5.2832089262927714e-08,0.001586206896551724,0.001014679469203378,0.00215773432390007,tested,1.7011932742662723e-05,True
206369,6,mlp,6,xgboost,43500,110,33,143,7.086785585051165e-11,0.0017701149425287355,0.0012315566034602908,0.0023086732815971803,tested,2.4662013835978053e-08,True
206369,6,mlp,8,hybrid,43500,107,41,148,5.564457739264442e-08,0.0015172413793103448,0.0009692727568225295,0.00206521000179816,tested,1.7806264765646214e-05,True
206369,6,mlp,8,mlp,43500,56,112,168,1.863878792058711e-05,-0.0012873563218390805,-0.001871249290260518,-0.0007034633534176429,tested,0.005461164860732023,True
206369,6,mlp,8,rf,43500,129,42,171,1.7408982267656868e-11,0.002,0.0014110901853924998,0.0025889098146075003,tested,6.162779722750531e-09,True
206369,6,mlp,8,xgboost,43500,108,48,156,1.7480260886077307e-06,0.001379310344827586,0.0008166855371588344,0.0019419351524963377,tested,0.0005366440092025733,True
206369,6,rf,6,xgboost,43500,38,30,68,0.39612484029702977,0.0001839080459770115,-0.0001876456317404762,0.0005554617236944992,tested,1.0,False
206369,6,rf,8,hybrid,43500,13,16,29,0.711071103811264,-6.896551724137931e-05,-0.00031160934926894506,0.00017367831478618646,tested,1.0,False
206369,6,rf,8,mlp,43500,32,157,189,5.263950007429619e-21,-0.0028735632183908046,-0.0034924192475949915,-0.0022547071891866177,tested,2.237178753157588e-18,True
206369,6,rf,8,rf,43500,19,1,20,4.00543212890625e-05,0.00041379310344827585,0.00021232517519676348,0.0006152610316997882,tested,0.011455535888671875,True
206369,6,rf,8,xgboost,43500,19,28,47,0.24296021728332556,-0.00020689655172413793,-0.0005157924433223608,0.00010199933987408485,tested,1.0,False
206369,6,xgboost,8,hybrid,43500,20,31,51,0.16077960181198847,-0.0002528735632183908,-0.0005746431928125659,6.88960663757843e-05,tested,1.0,False
206369,6,xgboost,8,mlp,43500,21,154,175,3.4365030844240286e-26,-0.0030574712643678162,-0.003652839504107865,-0.0024621030246277675,tested,1.553299394159661e-23,True
206369,6,xgboost,8,rf,43500,40,30,70,0.281978921793656,0.00022988505747126436,-0.00014709093648376432,0.000606861051426293,tested,1.0,False
206369,6,xgboost,8,xgboost,43500,13,30,43,0.0137181850586785,-0.00039080459770114945,-0.0006862467655820155,-9.536242982028335e-05,tested,1.0,False
206369,8,hybrid,8,mlp,43500,26,148,174,6.293762699390529e-22,-0.0028045977011494252,-0.003398368728434246,-0.0022108266738646047,tested,2.7063179607379276e-19,True
206369,8,hybrid,8,rf,43500,24,3,27,4.9233436584472656e-05,0.0004827586206896552,0.00024867440029999134,0.000716842841079319,tested,0.013933062553405762,True
206369,8,hybrid,8,xgboost,43500,6,12,18,0.237884521484375,-0.00013793103448275863,-0.00032909149799256786,5.322942902705061e-05,tested,1.0,False
206369,8,mlp,8,rf,43500,172,29,201,6.269514409998342e-26,0.0032873563218390805,0.002649296521442226,0.003925416122235935,tested,2.8212814844992537e-23,True
206369,8,mlp,8,xgboost,43500,154,38,192,9.241672580199123e-18,0.0026666666666666666,0.002042827999111761,0.0032905053342215723,tested,3.752119067560844e-15,True
206369,8,rf,8,xgboost,43500,9,36,45,6.57466324582856e-05,-0.0006206896551724138,-0.0009228915475496824,-0.00031848776279514536,tested,0.018014577293570255,True
231701,4,hybrid,4,mlp,43500,431,2820,3251,0.0,-0.05491954022988506,-0.057436260746830545,-0.05240281971293957,tested,0.0,True
231701,4,hybrid,4,rf,43500,31,104,135,2.0557364040428807e-10,-0.00167816091954023,-0.002201449853628696,-0.001154871985451764,tested,7.05117586586708e-08,True
231701,4,hybrid,4,xgboost,43500,42,55,97,0.22287765458337647,-0.00029885057471264366,-0.0007426114158823258,0.0001449102664570384,tested,1.0,False
231701,4,hybrid,6,hybrid,43500,82,56,138,0.032947508495640404,0.0005977011494252873,6.841942907883443e-05,0.0011269828697717402,tested,1.0,False
231701,4,hybrid,6,mlp,43500,479,192,671,3.302797915882146e-29,0.006597701149425287,0.0054321819883097104,0.007763220310540864,tested,1.5324982329693156e-26,True
231701,4,hybrid,6,rf,43500,85,62,147,0.06923250717353213,0.0005287356321839081,-1.7540856181723417e-05,0.0010750121205495397,tested,1.0,False
231701,4,hybrid,6,xgboost,43500,90,60,150,0.017597691928785734,0.000689655172413793,0.00013784782045423913,0.0012414625243733469,tested,1.0,False
231701,4,hybrid,8,hybrid,43500,85,68,153,0.1956675474691039,0.00039080459770114945,-0.00016651984757212897,0.0009481290429744279,tested,1.0,False
231701,4,hybrid,8,mlp,43500,76,118,194,0.003142163850404387,-0.0009655172413793104,-0.0015930368142647523,-0.00033799766849386837,tested,0.6378592616320906,False
231701,4,hybrid,8,rf,43500,97,57,154,0.0015876769917063992,0.0009195402298850574,0.00036045206779847195,0.001478628391971643,tested,0.3349998452500502,False
231701,4,hybrid,8,xgboost,43500,90,77,167,0.35313775401242076,0.00029885057471264366,-0.0002834201967948314,0.0008811213462201187,tested,1.0,False
231701,4,mlp,4,rf,43500,2851,535,3386,0.0,0.053241379310344825,0.05066766753443546,0.05581509108625419,tested,0.0,True
231701,4,mlp,4,xgboost,43500,2862,486,3348,0.0,0.054620689655172416,0.05206457838696563,0.0571768009233792,tested,0.0,True
231701,4,mlp,6,hybrid,43500,2877,462,3339,0.0,0.05551724137931034,0.0529664155838641,0.058068067174756585,tested,0.0,True
231701,4,mlp,6,mlp,43500,2818,142,2960,0.0,0.06151724137931035,0.05913496457331449,0.0638995181853062,tested,0.0,True
231701,4,mlp,6,rf,43500,2891,479,3370,0.0,0.05544827586206896,0.05288501134454635,0.058011540379591574,tested,0.0,True
231701,4,mlp,6,xgboost,43500,2887,468,3355,0.0,0.05560919540229885,0.05305218672976553,0.05816620407483217,tested,0.0,True
231701,4,mlp,8,hybrid,43500,2883,477,3360,0.0,0.055310344827586205,0.05275078003045879,0.05786990962471362,tested,0.0,True
231701,4,mlp,8,mlp,43500,2827,480,3307,0.0,0.05395402298850575,0.05141298812233703,0.056495057854674464,tested,0.0,True
231701,4,mlp,8,rf,43500,2903,474,3377,0.0,0.05583908045977012,0.05327379380987895,0.058404367109661286,tested,0.0,True
231701,4,mlp,8,xgboost,43500,2887,485,3372,0.0,0.0552183908045977,0.05265389627135909,0.057782885337836314,tested,0.0,True
231701,4,rf,4,xgboost,43500,146,86,232,9.88104429925252e-05,0.001379310344827586,0.0006931299197703739,0.0020654907698847984,tested,0.025789525621049077,True
231701,4,rf,6,hybrid,43500,138,39,177,3.5854387158074326e-14,0.0022758620689655173,0.0016767861700500968,0.002874937967880938,tested,1.3624667120068243e-11,True
231701,4,rf,6,mlp,43500,546,186,732,6.94796697543882e-42,0.008275862068965517,0.00705927909775844,0.009492445040172595,tested,3.460087553768533e-39,True
231701,4,rf,6,rf,43500,124,28,152,1.284705154200816e-15,0.002206896551724138,0.0016517716325040565,0.0027620214709442193,tested,5.074585359093224e-13,True
231701,4,rf,6,xgboost,43500,144,41,185,1.2566577633860202e-14,0.002367816091954023,0.001755365276808842,0.002980266907099204,tested,4.863265544303898e-12,True
231701,4,rf,8,hybrid,43500,127,37,164,9.485274445833628e-13,0.0020689655172413794,0.0014922693838169058,0.002645661650665853,tested,3.4810957216209414e-10,True
231701,4,rf,8,mlp,43500,139,108,247,0.056060714404102464,0.0007126436781609196,4.533461892028455e-06,0.0014207538944298107,tested,1.0,False
231701,4,rf,8,rf,43500,132,19,151,5.175862923123505e-22,0.0025977011494252873,0.0020445577424143824,0.003150844556436192,tested,2.235972782789354e-19,True
231701,4,rf,8,xgboost,43500,132,46,178,8.024591151207604e-11,0.0019770114942528737,0.0013761501120036533,0.002577872876502094,tested,2.7845331294690384e-08,True
